448b5db04c8b45b84183c301488b45c84b8d3cf04a8d04700fb70883c101668908488b07488b58284839c3,0.00001581
5b5d415c415d31c0415e,0.00001581
415741564155415455534889fb4883ec284885ff,0.00001581
48816dc09000000048836db801,0.00001581
4c3b6a10,0.00001581
5931d231f6bf41000000,0.00001581
41ba0200000083f80289c1410f4ccaba5655555589ce418b4d004989d944899424a000000083e90189c8c1f91ff7ea488b8424b000000029ca8b0b2b084989c0c744241002000000c74424080600000083c10139ca0f4fd1488b8c249002000039f20f4ef24889ea31c089b4247001000048890c244c89e9,0.00001581
4883ef01,0.00001581
4883ea014883faff,0.00001581
4883ec08ba01000000,0.00001581
4883c4285b5d415c415d,0.00003163
488b83880000004c8b83880000004889500841834004018b83c000000085c0,0.00003163
41544989fc5553488b9f48040000,0.00003163
4157415641554154554c89cd534881ecc80300004d85c989542418894c241c,0.00003163
534883ec104885c0,0.00003163
5031d231f6bf66000000,0.00003163
488b8540ffffff48833800,0.00003163
0f1f80000000008b50084889d94803084883fa26,0.00003163
682a000000,0.00003163
498b45084883e0f8493b440500,0.00003163
4d8d590e4983c1074d0f48cb4983e1f84d85d241bb40000000,0.00003163
0fb64004c0e8043c02,0.00003163
415641554154554889cd534881ec9000000048897c24188974241448895424084885c0,0.00003163
554889e54d85c9,0.00003163
4863d1ffc148c1e2044889441608488b4018,0.00003163
4801cf4983bfe000000000,0.00003163
4489c04883c4185b5d,0.00003163
554889e541574d89c741564189d6415541544989cc534883ec58498b406848897d8044894d8c4c8b6808,0.00003163
4489c7,0.00003163
49836508fe,0.00003163
8b50084889d94803084883fa26,0.00003163
49030f49898f180400004885d2,0.00003163
448d42d00fbe57018d48d04c8d57014c8d4e014c89d78d42d03c09,0.00003163
31d24489f1488bb3800300004889df85c00f95c2,0.00003163
66904883c608488b56f8f3480fb8d201d04839f7,0.00003163
41554154554889fd534883ec088b0783e8013dfe000000,0.00003163
81e78000000085f6c7420800000000,0.00003163
81fbf6000000,0.00003163
488b124885d2,0.00003163
440fb6d64183fa40,0.00003163
83fa016690,0.00003163
488d04db48c1e0044801c8488b104885d2,0.00003163
48891f4889e848c1c011488947084c8967104c896f184c8977204c897f28488d54240848c1c21148895730488b042448c1c0114889473831c0,0.00003163
