4883ea014883faff,0.00005367
498b104c63e04c8d2cc5000000004c89c64885d2,0.00005367
89c7,0.00005367
4189c44885db,0.00005367
41b901000000,0.00005367
f6471010,0.00005367
488b4da0f3480fbcd289d04a8b0c294885c9,0.00005367
4a0fbd4cfff84883f13f85c94189c8,0.00005367
488bbb900600008d70ff4889e04863f64829f848f7d64821c6483bb398060000,0.00005367
4c8d4708b801000000,0.00005367
418d4424ff4983ed084c89fa4a8d342f4489c944898d40ffffff48984829c24989c7,0.00005367
f3480fbcc139c20f4ec241b9400000004529c14585e4,0.00005367
83fb22,0.00010734
4883c4285b5d415c415d,0.00010734
41837d0001,0.00010734
41544989fc5553488b9f48040000,0.00010734
81e68000000089d0f0410fb138,0.00010734
4157415641554154554c89cd534881ecc80300004d85c989542418894c241c,0.00010734
31c0c747280000000048c74708000000004889472048c747100000000031c048c7471800000000c7472c00000000,0.00010734
534883ec104885c0,0.00010734
4189ca4863d24863ffb801010000,0.00010734
585f,0.00010734
4983bf3802000000,0.00010734
488b78080f1f40004883c010488b104885d2,0.00010734
5b5d415c415d4c89f0415e,0.00010734
0fbe170fbe06662e0f1f84000000000084d2,0.00010734
48399d28060000,0.00010734
4c89d94829c14883f90a,0.00010734
4c89d94829c14883f90b,0.00010734
0fb70e66890f4883c6024883c702f6c204,0.00010734
31c90fb77a384889d0480342204885ff49898424a0020000664189bc24b0020000,0.00010734
8b8bd002000085c989ca,0.00010734
415741564155415455534883ec284885ff48897c2418,0.00010734
488b02498d4f404885c0,0.00010734
488b55c0488b45c831f644895db04c8945b84c29ca4a8d3c704801d2,0.00010734
488d7b11ba07000000,0.00010734
4883c4084889ef5b5d415c415d415e415f,0.00010734
488b8548ffffffc7401801000000,0.00010734
64c704251c0000000100000041b905000000,0.00010734
4c8b800803000089ca4d8d0490,0.00010734
488b45804c8b9d58ffffff49891e8b8d30ffffff4c8b8528ffffff4c8b9520ffffff420fb714588b45884429f839c2,0.00010734
448b9d50ffffff4585db,0.00010734
